Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-11,Monday,20:45:00,Below Low,2097.0,2100.300048828125,2097.800048828125,2114.10009765625,2070.0,23:30:00,Crossed Above High,2100.39990234375,,
2024-03-12,Tuesday,21:00:00,Below Low,2085.5,2089.300048828125,2086.0,2109.199951171875,2073.60009765625,,,,,
2024-03-13,Wednesday,23:30:00,Below Low,2096.0,2099.699951171875,2096.199951171875,2105.89990234375,2084.5,03:00:00,Crossed Above High,2090.699951171875,,
2024-03-14,Thursday,21:00:00,Above High,2057.199951171875,2056.800048828125,2053.800048828125,2106.300048828125,2040.300048828125,02:45:00,Crossed Above High,2099.800048828125,,
2024-03-17,Sunday,21:45:00,Above High,2065.10009765625,2063.60009765625,2060.60009765625,2066.0,2061.300048828125,,,,,
2024-03-18,Monday,20:45:00,Below Low,2046.300048828125,2049.199951171875,2047.800048828125,2076.39990234375,2044.5999755859375,09:30:00,,,Crossed Below Low,2056.39990234375
2024-03-19,Tuesday,21:00:00,Below Low,2056.60009765625,2059.10009765625,2056.800048828125,2065.699951171875,2032.4000244140625,00:00:00,Crossed Above High,2050.0,,
2024-03-20,Wednesday,23:00:00,Above High,2111.39990234375,2110.5,2104.800048828125,2112.5,2047.699951171875,10:15:00,Crossed Above High,2061.699951171875,,
2024-03-21,Thursday,20:45:00,Above High,2130.10009765625,2129.60009765625,2127.199951171875,2132.60009765625,2104.699951171875,21:45:00,,,Crossed Below Low,2125.199951171875
2024-03-24,Sunday,,,,,,,,,,,,
2024-03-25,Monday,23:30:00,Below Low,2102.60009765625,2106.60009765625,2102.800048828125,2111.89990234375,2089.199951171875,,,,,
2024-03-26,Tuesday,21:00:00,Above High,2099.5,2099.199951171875,2097.300048828125,2118.199951171875,2091.5,03:00:00,Crossed Above High,2106.699951171875,,
2024-03-27,Wednesday,23:00:00,Below Low,2133.5,2137.800048828125,2133.800048828125,2142.199951171875,2099.60009765625,,,,,
2024-03-28,Thursday,,,,,,,,06:15:00,Crossed Above High,2138.0,,
2024-03-31,Sunday,21:30:00,Below Low,2161.199951171875,2165.89990234375,2162.300048828125,2164.0,2159.89990234375,,,,,
2024-04-01,Monday,,,,,,,,,,,,
2024-04-02,Tuesday,,,,,,,,,,,,
2024-04-03,Wednesday,21:00:00,Below Low,2100.300048828125,2107.5,2100.39990234375,2102.800048828125,2069.699951171875,,,,,
2024-04-04,Thursday,,,,,,,,08:30:00,Crossed Above High,2108.300048828125,,
2024-04-07,Sunday,23:15:00,Below Low,2077.800048828125,2090.60009765625,2078.0,2083.0,2075.60009765625,,,,,
2024-04-08,Monday,20:45:00,Below Low,2090.800048828125,2092.89990234375,2091.199951171875,2101.699951171875,2073.89990234375,08:15:00,Crossed Above High,2090.89990234375,,
2024-04-09,Tuesday,21:30:00,Below Low,2101.60009765625,2104.60009765625,2101.800048828125,2106.699951171875,2080.89990234375,01:00:00,Crossed Above High,2093.199951171875,,
